证券代码,证券简称,机构名称,证券类别,上市日期,上市地点,正常上市,摘牌日期,ISIN代码,英文名称,英文简称,成立日期,注册资本,法定代表人,主营业务,经营范围,公司简介,省份,城市,注册地址,办公地址,邮编,公司电话,公司传真,公司电子邮件地址,公司网站,证监会一级行业名称,证监会二级行业名称,申万行业一级名称,申万行业二级名称,申万行业三级名称,董事长,独立董事,总经理,董事会秘书,董秘电话,董秘传真,董秘邮箱,证券事务代表,会计师事务所,律师事务所
002799,环球印务,西安环球印务股份有限公司,A股,2016-06-08,深交所中小板,正常上市,,CNE1000027Y3,"Xi'an Global Printing Co., Ltd.",Global Printing,2001-06-28,18000.0,李移岭,从事医药纸盒包装产品的设计、生产及销售，同时兼营酒类、食品彩盒和瓦楞纸箱业务。,包装装潢设计、生产和加工各类包装材料；包装装潢印刷品印刷；销售本企业产品；研究与开发在包装领域的新产品；移动网络广告的设计、制作、代理；印刷包装行业的供应链管理；计算机系统集成服务；软件开发；仓储服务；普通货物道路运输。（以上经营范围不涉及自由贸易试验区外商投资准入特别管理措施范围内的项目。）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"公司是经国家商务部商资批[2007]1116号《关于同意西安永发医药包装有限公司转制为股份有限公司的批复》和陕西省国资委陕国资产权发[2007]186号《关于西安环球印务股份有限公司国有股权管理的批复》批准，由西安永发以截至2007年3月31日经希格玛审计的账面净资产人民币75,005,615.85元，按1：1折股7,500万股，余额计入资本公积，整体变更设立的股份有限公司。2007年7月10日，希格玛出具了希会验字（2007）097号《验资报告》。2007年8月8日，公司取得变更为股份有限公司的《企业法人营业执照》，注册号为企股陕西安总字第001773号，住所西安市高新区科技一路32号，法定代表人昝安胜，注册资本7,500万元，实收资本7,500万元。",陕西,西安市,陕西省西安市高新区科技一路32号,陕西省西安市高新区科技一路32号,710075,029-68682020,029-88310756,xgp@globalprinting.cn,www.globalprinting.cn,制造业,造纸和纸制品业,轻工制造,包装印刷,包装印刷,李移岭,"蒲丽丽,蔡弘,相征",孙学军,林蔚,029-68712188,029-88310756,security@globalprinting.cn,屈颖君,希格玛会计师事务所(特殊普通合伙),北京市天元律师事务所
002800,天顺股份,新疆天顺供应链股份有限公司,A股,2016-05-30,深交所中小板,正常上市,,CNE1000027H8,"Xinjiang Tianshun Supply Chain Co., Ltd.",Tianshun,2008-12-10,7468.0,王普宇,大宗货物和大件货物的第三方物流业务，并从事于相应的供应链管理、物流园区经营及物流金融监管等业务。,道路普通货物运输，大型物件运输（二类），大型物件运输（四类），国际道路普通货物运输；道路货运站（场）经营；煤炭批发。国内道路货物专用运输（集装箱），国内道路货物专用运输（冷藏保鲜），国际道路货物专用运输（集装箱），国际道路货物专用运输（冷藏保鲜），国际道路大型物件运输。铁路、公路货物运输代理；装卸、搬运服务、国内劳务输出；国际货运代理；物流园管理服务；仓储服务；综合物流服务；供应链管理及相关配套服务；停车服务；过磅服务；物流配送服务；货运信息、商务信息咨询；货物与技术的进出口业务；化工原料（危险化学品出外）、焦炭，矿产品、铁精粉、生铁，化肥，建材、金属制品，油田物资，石油制品，农机，轮胎，有色金属，铜精粉，锌粉，铝粉，铝锭，木材、饲料、纺织原料、化纤制品，钢材，玉米、棉花、果蔬、麦子、有机肥、包装种子、肉类的销售；工程机械租赁，房屋租赁；道路普通货物运输（无车承运）；无船承运业务；货运信息、商务信息咨询；信息技术咨询，软件开发；网络技术开发；互联网信息服务；信息技术服务；计算机系统集成；计算机软硬件的销售，建筑安装工程，货物与技术的进出口业务。贸易经纪与代理；其他批发业（再生物资回收与批发）；矿产品、建材及化工产品批发（非金属矿及制品批发）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"天顺股份是由新疆天顺物流有限公司和自然人王普宇发起设立的股份有限公司。2008年11月，天顺有限和王普宇就发起设立天顺股份签署了《发起人协议书》，协议约定公司股本3,000万股，每股面值1元。天顺有限投入货币资金和经评估与物流相关的营运车辆和设备等实物资产合计2,700万元，折股2,700万股；自然人王普宇投入货币资金300万元，折股300万股。2008年11月28日，天顺股份召开创立大会，并审议通过了《关于制订<新疆天顺供应链股份有限公司章程>的议案》，该公司章程规定发起人的出资分两次缴付，首次出资分别由天顺有限以货币资金600万元、王普宇以货币资金300万元缴付。2008年12月3日，五洲松德联合会计师事务所出具了五洲审字[2008]8-691号《验资报告》，确认截至2008年12月1日，公司首次出资900万元已由天顺有限和王普宇缴足。2008年12月10日，新疆天顺供应链股份有限公司正式成立，并领取了注册号为650000048000010的营业执照。",新疆,乌鲁木齐市,新疆维吾尔自治区乌鲁木齐经济技术开发区赛里木湖路133号,新疆维吾尔自治区乌鲁木齐经济技术开发区赛里木湖路133号,830026,0991-3792613,0991-3792602,1037276928@qq.com,www.xjtsscm.com,交通运输、仓储和邮政业,道路运输业,交通运输,物流,物流,王普宇,"王海灵,宋岩,边新俊",王普宇,高翔,0991-3792613,0991-3792602,xjts@xjtsscm.com,高翔,大信会计师事务所(特殊普通合伙),新疆天阳律师事务所
002801,微光股份,杭州微光电子股份有限公司,A股,2016-06-22,深交所中小板,正常上市,,CNE1000027J4,"Hangzhou Weiguang Electronic Co., Ltd.",Weiguang,2009-11-25,15308.8,何平,从事应用于HVAC（采暖、通风、空调、制冷）领域微电机、风机的研发、生产和销售。,电机、风机、微特电机、驱动与控制器、机器人与自动化装备、泵、新能源汽车零部件的研发、生产、销售。货物、技术进出口（法律、行政法规禁止的项目除外，法律、行政法规限制的项目在取得许可后方可经营）（依法需经批准的项目，经相关部门批准后方开展经营活动）,"本公司前身为成立于1986年10月的全民所有制企业——杭州微光电子设备厂，后于1998年6月改制为股份合作制企业。2009年，微光厂（股份合作制）全体股东何平等5名自然人作为股份公司发起人，以截至2009年8月31日经评估的净资产7,533.52万元，扣除评估增值应缴纳的企业所得税34.66万元后，净资产为7,498.86万元，折合股份总额3,000万股，剩余净资产4,498.86万元转作资本公积，整体改制为杭州微光电子股份有限公司。2009年11月25日，公司取得浙江省杭州市工商行政管理局核发的注册号为【330184000094093】的《企业法人营业执照》，注册资本为3,000万元，法定代表人为何平。",浙江,杭州市,浙江省杭州市余杭经济开发区兴中路365号、366号,浙江省杭州市余杭经济开发区兴中路365号,311100,0571-86240688,0571-89165959,service31@wgmotor.com,www.wgmotor.com,制造业,电气机械和器材制造业,电气设备,电机,电机,何平,"沈梦晖,吴建华,胡小明",何平,胡雅琴,0571-86240688,0571-89165959,service31@wgmotor.com,王楠,天健会计师事务所(特殊普通合伙),浙江天册律师事务所
002802,洪汇新材,无锡洪汇新材料科技股份有限公司,A股,2016-06-29,深交所中小板,正常上市,,CNE1000027K2,"Wuxi Honghui New Materials Technology Co., Ltd.",Honghui New Materials,2001-03-28,10834.65,马天元,特种氯乙烯共聚物的研发、生产和销售。,氯乙烯—醋酸乙烯共聚树脂和氯乙烯共聚乳液的研发、技术咨询、技术服务、技术转让、制造与销售；塑料制品的研发、技术咨询、技术服务、技术转让与销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法需经批准的项目，经相关部门批准后方可开展经营活动）,"公司系由洪汇树脂整体变更设立。根据江苏公证天业会计师事务所有限公司“苏公W【2011】A667号”《审计报告》，截至2011年9月30日，洪汇树脂净资产为112,638,904.42元。经洪汇树脂临时股东会审议同意，决定以2011年9月30日经审计的净资产112,638,904.42元为基准，按照1：0.719112107997543的比例折成81,000,000股，其余31,638,904.42元计入资本公积，整体变更共同发起设立洪汇新材。2011年11月20日，江苏公证天业会计师事务所有限公司出具“苏公W【2011】B113号”《验资报告》，对公司注册资本进行了验证。公司于2011年12月6日取得江苏省无锡工商行政管理局颁发的《企业法人营业执照》（注册号：320205000052826）。",江苏,无锡市,江苏省无锡市锡山区东港镇新材料产业园,江苏省无锡市锡山区东港镇新材料产业园,214196,0510-88721510,0510-88723566,wxhhxcl@wuxihonghui.com,www.wuxihonghui.com,制造业,化学原料和化学制品制造业,化工,化学制品,其他化学制品,项梁,"张熔显,杨东汉",马天元,李专元,0510-88721510,0510-88723566,zhuanyuan.li@wuxihonghui.com,周雯,公证天业会计师事务所(特殊普通合伙),江苏世纪同仁律师事务所
002803,吉宏股份,厦门吉宏科技股份有限公司,A股,2016-07-12,深交所中小板,正常上市,,CNE1000027L0,"Xiamen Jihong Technology Co., Ltd.",Jihong,2003-12-24,37840.9288,庄浩,彩色包装纸盒、彩色包装箱、环保纸袋等纸容器的生产和销售；互联网精准营销及由精准营销延伸的跨境电商。,专业化设计服务；其他未列明专业技术服务业（不含需经许可审批的事项）；互联网销售；软件开发；信息技术咨询服务；其他互联网服务(不含需经许可审批的项目)；第一类医疗器械零售；第一类医疗器械批发；第二类医疗器械零售；第二类医疗器械批发；包装装潢及其他印刷；本册印制；广告的设计、制作、代理、发布；塑料薄膜制造；其他塑料制品制造；其他未列明制造业（不含须经许可审批的项目）；其他化工产品批发（不含危险化学品和监控化学品）；其他未列明批发业（不含需经许可审批的经营项目）；其他未列明零售业（不含需经许可审批的项目）；印刷专用设备制造；其他专用设备制造（不含需经许可审批的项目）；其他未列明专业设备修理（不含需经许可审批的项目）；经营各类商品和技术的进出口（不另附进出口商品目录），但国家限定公司经营或禁止进出口的商品及技术除外。,"公司系由厦门市吉宏印刷有限公司整体变更设立。2010年10月28日，公司前身吉宏有限召开股东会，以经中喜会计师审计的2010年8月31日净资产111,985,637.03元为基础，折股85,000,000股，整体变更设立为股份有限公司，净资产超过股本总额的部分计入资本公积，各发起人按照其所持有的有限公司股权比例对应持有股份公司股份。2010年12月3日，公司在厦门市工商行政管理局完成变更登记并领取了《企业法人营业执照》，注册号码350205200003843。",福建,厦门市,福建省厦门市海沧区东孚工业区二期浦头路9号,福建省厦门市海沧区东孚工业区二期浦头路9号,361027,0592-6316330,0592-6316330,ipo@jihong.cc,www.jihong.cc,信息传输、软件和信息技术服务业,互联网和相关服务,轻工制造,包装印刷,包装印刷,庄浩,杨晨晖,张和平,龚红鹰,0592-6316330,0592-6316330,ipo@jihong.cc,许文秀,信永中和会计师事务所(特殊普通合伙),北京市康达律师事务所
002805,丰元股份,山东丰元化学股份有限公司,A股,2016-07-07,深交所中小板,正常上市,,CNE1000027M8,"Shandong Fengyuan Chemical Co., Ltd.",Fengyuan,2000-08-23,14537.07,赵光辉,草酸系列产品的研发、生产和销售，锂电池正极材料业务,硝酸、硝酸钠生产、销售（有效期限以许可证为准）；普通货运（有效期限以许可证为准）；草酸生产、销售；经营进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"本公司前身为枣庄市丰元化工有限公司，成立于2000年8月23日。2008年3月21日，丰元化工召开股东会，决议整体变更设立股份有限公司。根据大信会计师事务有限公司出具的《审计报告》(大信审字[2008]第0458号)，以截至2007年12月31日经审计的账面净资产68,352,322.68元为基准，按照1：0.8485446833的比例折合为股份公司的股本58,000,000元，剩余净资产10,352,322.68元转作资本公积。2008年4月10日，原有限公司股东作为股份公司的发起人召开创立大会，通过公司章程，并选举产生董事会、监事会成员。2008年4月18日，公司取得了枣庄市工商行政管理局核发的《企业法人营业执照》，公司注册号为370400228009912。",山东,枣庄市,山东省枣庄市台儿庄区东顺路1227号,山东省枣庄市台儿庄区东顺路1227号,277400,0632-6611106,0632-6611219,fengyuan@fengyuanhuaxue.com,www.fengyuanhuaxue.com,制造业,化学原料和化学制品制造业,化工,化学原料,其他化学原料,赵光辉,"谷艳,周世勇,崔光磊",邓燕,刘飞,0632-6611106,0632-6611219,fengyuan@fengyuanhuaxue.com,王东海,大信会计师事务所(特殊普通合伙),山东德衡律师事务所
002806,华锋股份,广东华锋新能源科技股份有限公司,A股,2016-07-26,深交所中小板,正常上市,,CNE1000027Z0,"Guangdong Huafeng New Energy Technology Co., Ltd.",Hua Feng,1995-08-30,17591.6081,林程,各系列电极箔以及新能源汽车相关的功率转换集成控制器、整车控制器、高压配件等的研发、生产及销售,"从事电解电容器原材料腐蚀赋能铝箔及元器件专用材料、电子元器件产品、高效聚合氯化铝铁净水剂及高效脱色剂、污水处理剂产品的开发、生产、销售和进出口业务；新能源汽车的技术开发、技术推广、技术转让、技术咨询、技术服务；工程和技术研究与试验发展；电动汽车用整车控制器、电驱动与传动系统、功率转换集成控制器、动力电池系统、燃料电池系统及其附件产品研发(含样机制造、检测)；生产、销售电动汽车用整车控制器、电驱动与传动系统、功率转换集成控制器、动力电池系统、燃料电池系统等关键零部件及其附件产品；销售：汽车的研发设备、检测设备、生产设备,电子产品，电力储能系统产品，电动汽车基础设施，计算机、软件及辅助设备；货物或技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外)；软件开发；仪器仪表维修。","公司前身系肇庆华锋电子铝箔有限公司，成立于1995年8月30日。经商务部《关于同意肇庆华锋电子铝箔有限公司变更为外商投资股份有限公司的批复》（商资批[2008]105号）批准，华锋有限依法整体变更为肇庆华锋电子铝箔股份有限公司，以变更基准日2007年5月31日经审计的账面净资产60,057,028.25元为基础，折合股本6,000万股。正中珠江出具广会所验字[2008]第0723770037号《验资报告》对上述变更进行了验证。2008年1月28日，公司取得中华人民共和国商务部出具的批准号为商外资资审字[2008]0042号中华人民共和国外商投资企业批准证书。2008年3月26日，公司在广东省工商行政管理局办理了工商变更登记手续，领取了注册号为440000400009106的企业法人营业执照。",广东,肇庆市,广东省肇庆市端州区端州工业城,广东省肇庆市高要区金渡镇工业园二期B17地块,526108,0758-2733098,0758-2770563,board@ c-hfcc.com,www.c-hfcc.com,制造业,计算机、通信和其他电子设备制造业,有色金属,工业金属,铝,林程,"李卫宁,周乔,黄向东",林程,李胜宇,0758-8510155,0758-8510077,board@c-hfcc.com,赵璧,华兴会计师事务所(特殊普通合伙),广东君信律师事务所
002807,江阴银行,江苏江阴农村商业银行股份有限公司,A股,2016-09-02,深交所中小板,正常上市,,CNE100002BL6,"Jiangsu Jiangyin Rural Commercial Bank Co., Ltd.",Jiangyin Bank,2001-12-03,217200.1001,孙伟,吸收公众存款；发放短期，中期和长期贷款；办理国内结算；办理票据承兑与贴现；代理收付款项及代理保险业务，代理发行、代理兑付、承销政府债券，从事银行卡业务，提供信用证服务与担保；买卖政府债券和金融债券；从事同业拆借；提供保管箱服务；外汇存款；外汇贷款，外汇汇款；外汇兑换；结汇、售汇；资信调查、咨询、见证业务；代客外汇买卖业务；经银行业监督管理机构批准的其他业务。,吸收公众存款；发放短期、中期和长期贷款；办理国内结算，办理票据承兑与贴现；代理收付款项及代理保险业务，代理发行、代理兑付、承销政府债券，从事银行卡业务，提供信用证服务与担保；买卖政府债券和金融债券；从事同业拆借；提供保管箱服务；外汇存款；外汇贷款；外汇汇款；外币兑换；结汇、售汇；资信调查、咨询、见证业务；代客外汇买卖业务；经银行业监督管理机构批准的其他业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"本行系由江阴市辖内7家法人单位、807名原江阴农联社职工、609名社会自然人共同发起，在承继原江阴农联社资产、负债的基础上设立的地方性股份制农村商业银行。2001年12月3日，本行在江苏省工商行政管理局办理了注册登记手续，并领取了注册号为3200002101955的《企业法人营业执照》，注册资本为10,018.1万元人民币。",江苏,无锡市,江苏省江阴市澄江中路1号,江苏省江阴市澄江中路1号,214431,0510-86851978,0510-86850069,jyrcbank@sina.com,www.jybank.com.cn,金融业,货币金融服务,银行,银行,银行,孙伟,周凯,宋萍,卞丹娟,0510-86801978,0510-86805815,jynsyh@sina.com,周晓堂、张晶晶,信永中和会计师事务所(特殊普通合伙),江苏世纪同仁律师事务所
002808,恒久科技,苏州恒久光电科技股份有限公司,A股,2016-08-12,深交所中小板,正常上市,,CNE100002BM4,Suzhou Goldengreen Technologies Ltd.,Suzhou Goldengreen,2002-03-27,26880.0,余荣清,从事激光有机光导鼓（Organic Photo-Conductor Drum）系列产品的研发、生产和销售。,有机光导鼓系列产品、墨粉、粉盒及相关衍生产品的生产、经营；研发、生产、销售：光电子器件与组件、计算机及其周边设备；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"本公司前身为苏州恒久光电科技有限公司，成立于2002年3月27日，注册资本1,250万元。2009年3月28日，本公司经由恒久有限的16名股东(12名自然人股东，4名法人股东)作为发起人，以江苏公证天业会计师事务所有限公司出具的《审计报告》（苏公S[2009]E3003号）审定的、截至2009年1月31日的账面净资产77,260,681.54元为基础折为6,000万股股份（每股面值1元），整体变更为股份有限公司，在江苏省苏州工商行政管理局办理了变更登记注册手续，领取了注册号为320512000036061的企业法人营业执照，注册资本为6,000万元。",江苏,苏州市,江苏省苏州市高新区火炬路38号,江苏省苏州市高新区火炬路38号,215011,0512-82278868,0512-82278868,admin@sgt21.com,www.sgt21.com,制造业,通用设备制造业,电子,光学光电子,光学元件,余荣清,"朱雪珍,潘晓珍,李建康",余荣清,朱铭伟,0512-82278868,0512-82278868,admin@sgt21.com,李雪阳,永拓会计师事务所(特殊普通合伙),北京国枫律师事务所
002809,红墙股份,广东红墙新材料股份有限公司,A股,2016-08-23,深交所中小板,正常上市,,CNE100002BN2,"Guangdong Redwall New Materials Co., Ltd.",Redwall,2005-03-31,20663.8362,刘连军,混凝土外加剂的研发、生产、销售和技术服务,生产、销售：混凝土外加剂、化学助剂与专项化学用品；从事水泥、粉煤灰的批发、佣金代理（拍卖除外）；货物进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"公司前身红墙有限成立于2005年3月31日，成立后一直从事混凝土外加剂的研发、生产、销售和技术服务，主营业务未发生变化。2010年9月，根据红墙有限董事会决议，并经广东省外经贸厅“粤外经贸资字[2010]225号”文批准，红墙有限以截至2010年3月31日经正中珠江审计的净资产79,986,523.33元，按照1.52：1的比例折合股本5,250.00万股，红墙有限整体变更为股份有限公司。2010年9月6日，正中珠江对上述出资情况进行了验证，出具了“广会所验字[2010]第10004350015号”《验资报告》。2010年9月10日，红墙股份在惠州市工商局登记注册成立，并取得了注册号为441300400010171的《企业法人营业执照》，注册资本为5,250.00万元。",广东,惠州市,广东省博罗县石湾镇科技产业园,广东省博罗县石湾镇科技产业园,516127,0752-6113907,0752-6113901,public@redwall.com.cn,www.redwall.com.cn,制造业,化学原料和化学制品制造业,化工,化学制品,其他化学制品,刘连军,"王桂玲,廖朝理,师海霞",刘连军,程占省,0752-6113907,0752-6113901,public@redwall.com.cn,何嘉雄,中审众环会计师事务所(特殊普通合伙),广东君信律师事务所
002810,山东赫达,山东赫达股份有限公司,A股,2016-08-26,深交所中小板,正常上市,,CNE100002BP7,"Shandong Head Co., Ltd.",Shandong Head,1992-12-07,20082.7737,毕于东,水溶性高分子化合物的研发、生产和销售。,化工防腐设备、换热器设备、金属结构件的制造、销售、安装；机械设备及电器的安装；水溶性高分子化合物系列产品、双丙酮丙烯酰胺产品、食品添加剂的生产、销售（凭许可证经营）；副产品工业盐、硫酸铵的销售；资格证书范围内自营进出口业务。,山东赫达股份有限公司是经周村区体改委批准，由原王村镇镇办集体所有制企业淄博石墨化工设备厂作为发起人，以其全部集体资产经评估作价出资，并向内部职工发行股权证，以定向募集方式设立的股份有限公司。在股份公司筹备设立阶段，淄博市周村区农村改革试验区领导小组按周村区股份合作制试点文件的规定，于1992年12月5日以周试企[1992]90号文批准设备厂改组为“淄博赫达股份有限公司”。据此，淄博市周村区工商局在1992年12月7日先行颁发了设备厂用于筹备股份有限公司的《企业法人营业执照》（注册号：16436723-9）。根据该营业执照，股份公司的设立日期为1992年12月7日并沿用至今。1992年12月15日，根据当时有效的《股份有限公司规范意见》（体改生（1992）31号），周村区体改委以《关于同意淄博石墨化工设备厂组建“淄博赫达股份有限公司”的批复》（周体改字（1992）90号），同意设备厂组建“淄博赫达股份有限公司”。为设立股份公司，设备厂以全部经评估资产，加上期间新增净资产，共计360.1万元折为集体股360万股，占公司总股本的75.09%，折股差额转入企业积累资金。设备厂内部职工等自然人以现金119.4425万元认购119.4425万股内部职工股，占公司总股本的24.91%。1993年3月25日，股份公司领取了淄博市周村区工商局颁发的《企业法人营业执照》（注册号16436723-9）。1996年12月30日，赫达股份经山东省体改委鲁体改函字[1996]307号文确认为符合《公司法》规定的股份有限公司，取得了山东省人民政府颁发的《山东省股份有限公司批准证书》（鲁政股字[1996]251号）并于1997年1月30日领取了《企业法人营业执照》（注册号26717170-6-1号），企业类型为股份有限公司，成立日期为1992年12月7日。股份公司的设立至此得到了山东省有权部门的批准和确认。1998年2月6日，经公司股东大会决议批准，公司名称变更为“山东赫达股份有限公司”。1998年3月2日，山东省工商局颁发了更名后的《企业法人营业执照》（注册号为3700001800189-1）。,山东,淄博市,山东省淄博市周村区赫达路999号,山东省淄博市周村区赫达路999号,255300,0533-6696036,0533-6681618,hdzqb@sdhead.com,www.sdhead.com,制造业,化学原料和化学制品制造业,化工,化学制品,其他化学制品,毕于东,"梁仕念,李洪武,杨向宏",毕于东,毕松羚,0533-6696036,0533-6681618,hdzqb@sdhead.com,,和信会计师事务所(特殊普通合伙),北京市齐致律师事务所
002811,郑中设计,深圳市郑中设计股份有限公司,A股,2016-09-08,深交所中小板,正常上市,,CNE100002BQ5,"Shenzhen Cheng Chung Design Co., Ltd.",CCD,1994-12-26,27001.8816,郑忠,高端建筑装饰工程的设计与工程施工,一般经营项目是：装饰工程的设计施工，空调系统和水电上门安装；建筑材料、装饰材料、家居饰品、五金交电、工艺品、家具、日用百货的国内贸易、货物及技术进出口；房屋租赁；物业管理（以上范围法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营，涉及前置性行政许可的，须取得前置性行政许可文件后方可经营）,"本公司是于2012年4月5日经公司股东会决议批准，由亚泰装饰原有股东作为发起人整体变更设立的股份有限公司。2012年9月13日，公司经深圳市市场监督管理局核准领取整体变更后的《企业法人营业执照》，注册资本13,500万元。2016年3月4日，公司经深圳市市场监督管理局核准领取了“三证合一”后的《营业执照》，统一社会信用代码914403001923003657。",广东,深圳市,广东省深圳市福田区中心区益田路与福华路交汇处卓越时代广场4B01、4B02,广东省深圳市福田区中心区益田路与福华路交汇处卓越时代广场4B01、4B02,518048,0755-83028871,0755-23609266,atg@atgcn.com,www.atgcn.com,建筑业,建筑装饰和其他建筑业,建筑装饰,装修装饰,装修装饰,郑忠,"章顺文,高刚,靳庆军,陈燕燕",郑忠,王小颖,0755-83028871,0755-23609266,atg@atgcn.com,张斌,天健会计师事务所(特殊普通合伙),北京市中伦律师事务所
002812,恩捷股份,云南恩捷新材料股份有限公司,A股,2016-09-14,深交所中小板,正常上市,,CNE100002BR3,"Yunnan Energy New Material Co., Ltd.",ENERGY TECHNOLOGY,2006-04-05,87896.7828,Paul Xiaoming Lee,膜类产品、包装印刷产品、纸制品包装,包装装潢及其他印刷品印刷；商品商标印制（含烟草、药品商标），商标设计；包装盒生产、加工、销售；彩色印刷；纸制品（不含造纸）、塑料制品及其他配套产品的生产、加工、销售；生产、加工、销售印刷用原料、辅料；生产、加工、销售塑料薄膜、改性塑料；生产、加工、销售镭射转移纸、金银卡纸、液体包装纸、电化铝、高档包装纸；生产、加工、销售防伪标识、防伪材料；包装机械、包装机械零配件的设计、制造、加工、销售；生产、加工、销售新能源材料以及相应新技术、新产品开发；货物进出口（国家限制和禁止的项目除外）。（以上项目不涉及外商投资准入特别管理措施）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"本公司系由创新彩印整体变更设立的股份有限公司。2011年4月8日，经云南省商务厅【云商资(2011)50号】《云南省商务厅关于同意云南玉溪创新彩印有限公司变更为股份有限公司的批复》的批准，创新彩印以截至2011年2月28日经天健正信会计师事务所有限公司审计的净资产228,520,143.03元，折为股份公司的股本8,500万元，剩余净资产143,520,143.03元转作资本公积，整体变更为云南创新新材料股份有限公司。2011年5月12日，云南创新新材料股份有限公司在云南省工商行政管理局注册成立，取得了注册号为【530400400000009】的《企业法人营业执照》，注册资本为8,500万元，法定代表人为李晓明。",云南,玉溪市,云南省玉溪市高新区抚仙路125号,云南省玉溪市高新区抚仙路125号,653100,0877-8888661,0877-8888677,groupheadquarter@cxxcl.cn,www.cxxcl.cn,制造业,橡胶和塑料制品业,化工,化学制品,其他化学制品,Paul Xiaoming Lee,"唐长江,卢建凯,郑海英",李晓华,熊炜,0877-8888661,0877-8888677,groupheadquarter@cxxcl.cn,,大华会计师事务所(特殊普通合伙),国浩律师(上海)事务所
002813,路畅科技,深圳市路畅科技股份有限公司,A股,2016-10-12,深交所中小板,正常上市,,CNE100002BS1,"Shenzhen Roadrover Technology Co., Ltd.",Roadrover Technology,2006-08-17,12000.0,朱君冰,汽车信息化、智能化及智能出行相关产品的开发、生产、销售及服务,汽车配件、汽车数码系列设备、电子产品、导航定位仪、通讯产品、计算机软硬件、办公软件、机电产品、汽车电子产品、仪器仪表的技术开发和销售，车载导航娱乐一体机的生产（由分支机构经营），国内贸易，兴办实业（具体项目另行申报），货物及技术进出口业务。（以上项目均不含法律、行政法规、国务院规定禁止及决定需前置审批的项目）,"发行人系由公司前身深圳市路畅科技有限公司采用整体变更方式设立的股份有限公司。路畅科技由路畅有限全体股东作为发起人，经深圳市监局批准，以经立信会计师事务所审计的截至2011年10月31日路畅有限净资产15,895.22万元，按1：0.5662的比例折股9,000万股，每股面值1元，净资产超过股本总额的6,895.22万元列入资本公积，整体变更设立的股份有限公司。立信会计师事务所对公司注册资本到位情况进行了验证，并出具了信会师报字[2012]第310052号《验资报告》，全体发起人足额缴纳了注册资本。公司于2012年3月8日在深圳市监局变更登记，并领取了注册号为“440301102848805”的《企业法人营业执照》，注册资本为9,000万元。",广东,深圳市,广东省深圳市南山区海天一路11号5栋C座8楼、9楼,广东省深圳市南山区海天一路11号5栋C座8楼、9楼,518057,0755-26728166,0755-29425735,shareholder@roadrover.cn,www.roadrover.cn,制造业,计算机、通信和其他电子设备制造业,汽车,汽车零部件,汽车零部件,张宗涛,"田韶鹏,陈琪",朱君冰,蒋福财,0755-26728166,0755-29425735,jiangfucai@roadrover.cn,李柳,大华会计师事务所(特殊普通合伙),北京市中伦律师事务所
002815,崇达技术,崇达技术股份有限公司,A股,2016-10-12,深交所中小板,正常上市,,CNE100002H18,"Suntak Technology Co., Ltd.",Suntak Technology,1995-05-04,88254.6777,姜雪飞,小批量印制电路板的研发、生产和销售。,双面线路板、多层线路板、HDI线路板、特种线路板、柔性线路板的生产（由分支机构经营）和销售；国内贸易，货物及技术进出口业务（按深贸管登证字第2003-703号办理）；线路板研发和技术咨询；信息技术咨询；设计咨询；企业管理咨询；机器设备租赁（不含融资租赁及其他项目）（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）。,"2010年7月30日，经深圳市集锦线路板科技有限公司股东会审议通过，崇达有限以截至2010年6月30日经审计的净资产201,951,635.76元中的112,500,000元折合股本112,500,000股，余额89,451,635.76元计入资本公积，折股比例为1:0.5571，整体变更设立深圳市崇达电路技术股份有限公司。2010年8月26日，本公司在深圳市市场监督管理局完成工商变更登记，取得注册号为440306103723886的《企业法人营业执照》，注册资本为11,250万元。",广东,深圳市,广东省深圳市光明新区光明街道观光路3009号招商局光明科技园A3栋C单元207,广东省深圳市宝安区沙井街道新玉路横岗下工业大街16号,518132,0755-26055208,0755-26068695,zqb@suntakpcb.com,www.suntakpcb.com,制造业,计算机、通信和其他电子设备制造业,电子,元件,印制电路板,姜雪飞,"李泽宏,周俊祥,钟明霞",姜雪飞,余忠,0755-26055208,0755-26068695,zqb@suntakpcb.com,曹茜茜,天健会计师事务所(特殊普通合伙),北京市中伦律师事务所
