证券代码,证券简称,机构名称,证券类别,上市日期,上市地点,正常上市,摘牌日期,ISIN代码,英文名称,英文简称,成立日期,注册资本,法定代表人,主营业务,经营范围,公司简介,省份,城市,注册地址,办公地址,邮编,公司电话,公司传真,公司电子邮件地址,公司网站,证监会一级行业名称,证监会二级行业名称,申万行业一级名称,申万行业二级名称,申万行业三级名称,董事长,独立董事,总经理,董事会秘书,董秘电话,董秘传真,董秘邮箱,证券事务代表,会计师事务所,律师事务所
601208,东材科技,四川东材科技集团股份有限公司,A股,2011-05-20,上交所,正常上市,,CNE1000013T3,"Sichuan EM Technology Co., Ltd.",EM Technology,1994-12-26,62660.1,唐安斌,化工新材料的研发、制造和销售。,绝缘材料、高分子材料、精细化工材料的生产和销售，危险化学品和非药品类易制毒化学品（含丙酮、甲苯、醋酸酐、乙醚、硫酸、盐酸、三氯甲烷、甲基乙基酮、有毒品、易燃液体、腐蚀品、氧化剂和有机过氧化物、易燃固体、自燃和遇湿易燃物品）、科研所需的原辅材料的储存、经营，科技信息咨询、技术服务。出口本企业自产的绝缘材料及其生产设备和原辅料，进口本企业生产、科研所需的原辅材料、机械设备、仪器仪表及零配件。,"本公司前身为1994年12月在绵阳市工商行政管理局注册成立的四川东材企业集团公司，2003年10月，四川东材企业集团公司更名为四川东材企业集团有限公司，2007年2月8日，四川东材企业集团有限公司整体变更为四川东材科技集团股份有限公司，并在绵阳市工商行政管理局办理工商登记，取得注册号为5107001801528的《企业法人营业执照》，注册资本16,880万元。经过转增股份，公司本次发行前的注册资本为22,788万元。",四川,绵阳市,四川省绵阳市经济技术开发区洪恩东路68号,四川省绵阳市东兴路6号,621000,0816-2289750,0816-2289750,zhouqiao@emtco.cn,www.emtco.cn,制造业,化学原料和化学制品制造业,化工,塑料,其他塑料制品,唐安斌,"黄勇,李双海,李非",曹学,陈杰,0816-2289750,0816-2289750,zhouqiao@emtco.cn,张钰,致同会计师事务所(特殊普通合伙),泰和泰律师事务所
601211,国泰君安,国泰君安证券股份有限公司,A股,2015-06-26,上交所,正常上市,,CNE1000022F3,"Guotai Junan Securities Co., Ltd.",Guotai Junan,1999-08-18,890844.8159,贺青,主要从事证券经纪、证券信用交易、投资银行、证券交易投资、证券研究、场外市场等业务，并通过全资子公司国泰君安资管公司、国泰君安期货公司、国泰君安创投公司以及控股子公司国联安基金公司，分别从事资产管理、期货、直接投资和基金管理等业务；通过全资子公司国泰君安金融控股公司所控股的国泰君安国际及其子公司主要在香港从事经有权机关核准的与证券相关的持牌业务。此外，公司控股子公司上海证券及其下属公司从事经中国证监会批准的证券业务。,证券经纪；证券自营；证券承销与保荐；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；融资融券业务；证券投资基金代销；代销金融产品业务；为期货公司提供中间介绍业务；股票期权做市业务；中国证监会批准的其他业务。,"本公司的前身为国泰证券有限公司和君安证券有限责任公司。1992年9月25日，经人民银行《关于成立国泰证券公司的批复》（银复[1992]369号）批准，国泰证券有限公司正式成立。1992年10月12日，经人民银行《关于成立深圳君安证券有限公司的批复》（银复[1992]342号）批准，君安证券有限责任公司正式成立。1998年7月23日，国泰证券和君安证券董事会发布了依法合并的联合公告。1999年4月13日，国泰证券和君安证券分别召开临时股东会，通过了两家公司在合并基础上发起设立本公司的决议。1999年5月20日，中国证监会下发《关于同意国泰证券有限公司、君安证券有限责任公司合并及筹建国泰君安证券股份有限公司的批复》（证监机构字[1999]33号），批准国泰证券和君安证券合并，以发起设立方式筹建本公司。1999年8月15日，中国证监会下发《关于同意国泰君安证券股份有限公司开业的批复》（证监机构字[1999]77号），同意本公司开业。1999年8月18日，本公司取得了上海市工商局核发的《企业法人营业执照》（注册号3100001006150），注册资本372,718万元，本公司正式成立。",上海,上海市,上海市自由贸易试验区商城路618号,上海市静安区南京西路768号,200041,021-38676666,021-38670666,dshbgs@gtjas.com,www.gtja.com,金融业,资本市场服务,非银金融,证券,证券,贺青,"陈国钢,李港卫,王津,夏大慰,靳庆军,凌涛",王松,喻健,021-38676798,021-38670798,dshbgs@gtjas.com,梁静,毕马威华振会计师事务所(特殊普通合伙),北京市海问律师事务所
601212,白银有色,白银有色集团股份有限公司,A股,2017-02-15,上交所,正常上市,,CNE100002RP3,"Baiyin Nonferrous Group Co., Ltd.",Baiyin Nonferrous,2007-07-06,740477.4511,王普公,铜、铅、锌、金、银等多种有色金属的采选、冶炼、加工及贸易,有色金属、贵金属采矿、选矿、冶炼及压延加工；矿产品及延伸产品研发、生产及销售；冶金、工程技术科学研究与技术服务、研发及咨询；项目投资、投资管理、资产管理、投资咨询；境内外自营期货业务；国内外贸易；进出口业务；互联网、软件和信息技术服务、产品开发、生产和销售；物流及铁路运输、道路运输；废弃资源综合利用；承包境内外招标工程；地质勘查；爆破作业（设计施工）；租赁（不含金融租赁服务）；水的生产及供应；化学原料和化学制品制造、仓储（不包括危险化学品，硫酸、氧气、氮气、氩气除外）；设备制造；电气机械和器材制造（以上项目不含国家限制经营和法律、行政法规及国务院决定规定需办理前置许可或审批的项目；依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"本公司是根据《甘肃省人民政府关于中国中信集团公司战略投资白银有色集团有限公司有关问题的批复》（甘政函【2008】113号），在对白银有限进行改制和战略投资的基础上，由国安集团、甘肃省国资委、甘肃省国资公司、中信集团共同出资发起设立的股份有限公司。2008年11月18日，甘肃省人民政府以《甘肃省人民政府关于中国中信集团公司战略投资白银有色集团有限公司有关问题的批复》（甘政函【2008】113号），同意中锋评估出具的《资产评估报告书》，截至2008年6月30日，白银有限资产总额839,118.33万元，净资产339,665.22万元；同意68,362.56万元的土地转增国有资本金，形成的国有股权由甘肃省国资委持有；同意甘肃省国资委以白银有限经评估净资产中价值286,384.40万元资产出资，甘肃省国资公司以白银有限经评估净资产中价值53,280.82万元资产出资，中信集团以现金26,640.41万元出资，国安集团以现金299,704.61万元出资，共同发起设立白银股份，注册资本为500,000万元。2008年11月24日，本公司在白银市工商行政管理局完成注册登记，并领取了《企业法人营业执照》，注册号为620400000000010。2013年2月21日，甘肃省国资委出具《省政府国资委关于白银有色集团股份有限公司国有股权管理有关问题的批复》（甘国资发改组【2013】42号），对发行人及发行人前身的设立及历次国有股权变动的合法合规性进行了确认。鉴于2013年12月信达资产在香港联合交易所有限公司主板上市及2014年3月国安集团进行增资扩股，2014年4月28日，甘肃省国资委出具《省政府国资委关于白银有色集团股份有限公司国有股权管理有关问题的批复》（甘国资发改组【2014】85号），对发行人股东上述国有股权变动的合法合规性进行了确认。",甘肃,白银市,甘肃省白银市白银区友好路96号,甘肃省白银市白银区友好路96号,730900,0943-8810832、0943-8812047,0943-8811778,bygs@bynmc.com,www.bynmc.com,制造业,有色金属冶炼和压延加工业,有色金属,工业金属,铜,王普公,"孙积禄,满莉,张传福,张有全,陈景善,崔少华",王普公,孙茏,0943-8810832、0943-8812047,0943-8811778,bygs@bynmc.com,谢春生,永拓会计师事务所(特殊普通合伙),北京市海嘉律师事务所
601216,君正集团,内蒙古君正能源化工集团股份有限公司,A股,2011-02-22,上交所,正常上市,,CNE1000010F8,"Inner Mongolia Junzheng Energy and Chemical Group Co., Ltd.",Junzheng Group,2003-02-16,843801.739,张海生,发电、石灰石开采、生石灰烧制、电石生产、烧碱制备、乙炔法聚氯乙烯制备、硅铁冶炼等,电力生产；电力供应；热力生产和供应；商业贸易；化工产品（不含危险品化学品）；再生水销售；污水处理劳务（不含劳务派遣）；电力设施承装、承修、承试业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"公司前身为乌海市海神热电有限责任公司，成立于2003年2月16日，注册资本为人民币20,000万元，2007年11月16日更名为“乌海市君正能源化工有限责任公司”（详情见本节“三、发行人股本结构的形成及变化和资产重组情况”）。君正有限以截至2008年6月30日经立信会计审计的净资产值816,723,433.89元，按照1:0.6367的比例折合为公司股本共计52,000万股，每股面值1.00元，整体变更设立股份有限公司。2008年9月15日，立信会计师事务所对发起人出资进行验证，并出具信会师报字【2008】第80059号《验资报告》。2008年9月23日，公司在内蒙古乌海市工商行政管理局完成注册登记变更，并领取了注册号为150300000004992的《企业法人营业执照》，注册资本52,000万元，法定代表人为杜江涛。",内蒙古,乌海市,内蒙古自治区乌海市乌达工业园区,内蒙古自治区鄂尔多斯市鄂托克旗蒙西工业园区,016014,0473-6921035,0473-6921034,junzheng@junzhenggroup.com,www.junzhenggroup.com,制造业,化学原料和化学制品制造业,化工,化学原料,氯碱,张海生,"郝银平,王体星,张剑",张海生,张杰,0473-6921035,0473-6921034,junzheng@junzhenggroup.com,崔静,大华会计师事务所(特殊普通合伙),内蒙古建中律师事务所
601218,吉鑫科技,江苏吉鑫风能科技股份有限公司,A股,2011-05-06,上交所,正常上市,,CNE1000012R9,"Jiangsu SINOJIT Wind Energy Technology Co., Ltd.",SINOJIT Technology,2003-12-19,97736.0,包士金,大型风电零部件的研发、生产和销售。,风能发电机及零配件的技术开发、技术转让、技术服务及销售；风能发电机及零配件的制造及销售；液压机械设备、建筑机械设备、纺织机械设备、五金加工机械设备的制造、加工、销售；钢铁铸件制造；铸件的热处理；汽车发动机零部件、五金件的制造、加工；铸造模具的设计、制造、销售；铸造材料的分析和测试；铸件的无损探伤；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"本公司是由江阴市吉鑫机械有限公司整体变更设立的股份有限公司。2008年6月23日，吉鑫机械股东会决议整体变更设立股份有限公司，同日，有限公司原股东签署了《发起人协议书》，并召开了创立大会。有限公司整体变更设立为股份有限公司，是以截至2008年3月31日由天华大彭出具的“苏天会审二[2008]105号”《审计报告》确定的公司净资产264,859,738.20元为基准，按1.77：1的比例折合150,000,000股，由吉鑫机械原股东按出资比例享有，净资产大于股本部分114,859,738.20元计入资本公积。2008年6月23日，天华大彭出具“苏天会验[2008]10号”《验资报告》，验证发行人变更设立时的注册资本已由各发起人足额缴纳。2008年6月27日，公司在江苏省无锡工商行政管理局依法办理了设立登记手续，并领取了企业法人营业执照（注册号：320281000077927）。",江苏,无锡市,江苏省江阴市云亭街道工业园区那巷路8号,江苏省江阴市云亭街道工业园区那巷路8号,214422,0510-86157378,0510-86017708,jixin@sinojit.com,www.sinojit.com,制造业,专用设备制造业,电气设备,电源设备,风电设备,包士金,"陈莹,陆文龙,王世璋",包振华,朱陶芸,0510-86157378,0510-86017708,jixin@sinojit.com,李佳宾,中兴华会计师事务所(特殊普通合伙),上海市锦天城律师事务所
601222,林洋能源,江苏林洋能源股份有限公司,A股,2011-08-08,上交所,正常上市,,CNE1000015X0,"Jiangsu Linyang Energy Co., Ltd.",Linyang Electronics,1995-11-06,174888.1073,陆永华,智能电表、用电信息采集终端、智能用电信息管理系统解决方案、电力运维服务、微电网及储能系统解决方案、智能配用电产品解决方案、多表合一采集系统等。,仪器仪表、电子设备、电力电气设备、自动化设备、集成电路、光伏设备、照明器具、光电元器件、LED驱动电源、智能照明控制系统、计算机软硬件及系统产品的研发、制造、销售；光伏发电项目的开发、建设、维护、经营管理及技术咨询；智能电网系统集成；储能控制系统以及太阳能等新能源应用的研发、生产、销售；电力电气工程、建筑物照明设备、光伏电气设备、路牌、路标、广告牌的安装、施工；电力设备在线监测系统、视频系统、变电站智能辅助系统、安防系统；新能源、节能环保相关产品及零配件的研发、设计、制造、销售、安装；国际货运代理，自营和代理各类商品及技术的进出口业务（国家限定公司经营或禁止进出口的商品及技术除外）。（最终范围以工商部门核准为准）,"公司系根据江苏林洋电子股份有限公司截至2009年11月30日经审计的净资产为基础，按1：0.5584的比例折股整体变更设立的股份有限公司。公司于2010年2月8日取得南通工商局核发的《企业法人营业执照》（注册号为320681400001718）。根据立信会计师事务所有限公司出具的《验资报告》（信会师报字[2010]第20385号），公司设立时的注册资本为20,000万元。",江苏,南通市,江苏省启东经济开发区林洋路666号,江苏省启东经济开发区林洋路666号,226200,0513-83356525,0513-83356525,dsh@linyang.com.cn,www.linyang.com,制造业,仪器仪表制造业,电气设备,电气自动化设备,计量仪表,陆永华,"贾丽娜,蔡克亮,苏凯",陆永华,崔东旭,0513-83356525,0513-83356525,dsh@linyang.com.cn,崔东旭(代),立信会计师事务所(特殊普通合伙),国浩律师集团(上海)事务所
601225,陕西煤业,陕西煤业股份有限公司,A股,2014-01-28,上交所,正常上市,,CNE100001T64,Shaanxi Coal Industry Company Limited,Shaanxi Coal Industry,2008-12-23,1000000.0,杨照乾,煤炭开采、洗选、运输、销售以及生产服务等。,煤炭开采、经营、销售、加工和综合利用（限分支机构凭许可证在有效期内经营）；煤炭铁路运输（限自营铁路）；新能源项目的投资、开发、经营和管理（以上经营范围中，法律、法规和国务院规章需行政审批的，凭许可证在有效期内经营）。,"2008年12月12日，陕西省国资委作出《关于设立陕西煤业股份有限公司的批复》（陕国资改革发[2008]518号），同意陕煤化集团以评估后的煤炭主业经营性净资产和货币，陕煤化集团控股的铜川煤业、韩城煤业、澄合煤业以评估后的煤炭主业经营性净资产，中国三峡总公司（现更名为中国三峡集团）、华能开发公司、陕西有色、陕鼓集团以现金出资共同发起设立本公司。根据中宇评估公司于2008年9月28日出具的《陕西煤业化工集团有限责任公司重组改制设立股份有限公司项目资产评估报告书》（中宇评报字[2008]第2166号）、《陕西煤业化工集团有限责任公司重组改制设立股份有限公司项目陕西铜川煤业有限公司资产评估报告书》（中宇评报字[2008]第2167号）、《陕西煤业化工集团有限责任公司重组改制设立股份有限公司项目陕西韩城煤业有限责任公司资产评估报告书》（中宇评报字[2008]第2168号）、《陕西煤业化工集团有限责任公司重组改制设立股份有限公司项目陕西澄合煤业有限责任公司资产评估报告书》（中宇评报字[2008]第2169号），截至评估基准日（2007年12月31日），陕煤化集团投入本公司的净资产评估值为585,986.24万元；铜川煤业投入本公司的净资产评估值为286,653.32万元；韩城煤业投入本公司的净资产评估值为159,564.63万元；澄合煤业投入本公司的净资产评估值为23,372.84万元。陕西省国资委于2008年10月22日下发的《关于陕西煤业化工集团有限责任公司煤炭主业重组设立股份有限公司资产评估结果核准意见的通知》（陕国资产权发[2008]399号）对上述资产评估结果予以核准。根据陕西省国资委于2008年11月27日作出的《关于陕西煤业股份有限公司国有股权管理的批复》（陕国资产权发[2008]488号），本公司股份总额为900,000万股人民币普通股，每股面值为人民币1元，各发起人出资按1：0.665折合股本，各发起人未折股的出资453,303.89万元计入资本公积金。2008年12月22日，陕西煤业召开了创立大会，并于2008年12月23日在陕西省工商局完成了注册登记，领取了注册号为610000100163032号的《企业法人营业执照》。",陕西,西安市,陕西省西安市高新区锦业一路2号,陕西省西安市碑林区太乙路182号,710054,029-81772610,029-81772601,shaanxicoal@shxcoal.com,www.shxcoal.com,采矿业,煤炭开采和洗选业,采掘,煤炭开采,煤炭开采,杨照乾,淡勇,王世斌,张茹敏,029-81772610,029-81772601,shaanxicoal@shxcoal.com,石敏,希格玛会计师事务所(特殊普通合伙),北京市嘉源律师事务所
601226,华电重工,华电重工股份有限公司,A股,2014-12-11,上交所,正常上市,,CNE100001W10,"Huadian Heavy Industries Co., Ltd.",HuaDian Heavy Industries,2008-12-26,115500.0,文端超,物料输送系统工程、热能工程和高端钢结构工程。,设计、安装、调试及委托生产大、中型火电、水电、风电及核电、煤炭、石油、化工、天然气、港口、交通、市政、冶金、建材、粮食行业的重工装备、散装物料输送系统、管道系统、空冷系统、施工机械、起重机械和钢结构；工程设计；施工总承包；专业承包；技术咨询、技术服务；货物进出口业务。,"本公司是由原华电重工装备有限公司股东华电工程、绵阳基金、深圳汇鑫、天津邦泰、安信乾宏、深圳泰昌瑞、北京舍尔、茂名鑫兴顺、上海泽玛克作为发起人，于2011年7月26日由华电重工装备有限公司依法整体变更设立的股份公司，取得企业法人营业执照，注册号为110000011554141，注册资本62,000万元。",北京,北京市,北京市丰台区汽车博物馆东路6号院1号楼B座11层,北京市丰台区汽车博物馆东路6号院1号楼B座,100070,010-68466145,010-63919195,hhi@hhi.com.cn,www.hhi.com.cn,科学研究和技术服务业,专业技术服务业,建筑装饰,专业工程,其他专业工程,文端超,"郑新业,陆大明,王琨",郭树旺,赵江,010-68466145,010-63919195,hhi@hhi.com.cn,高萍,天职国际会计师事务所(特殊普通合伙),北京市中银律师事务所
601228,广州港,广州港股份有限公司,A股,2017-03-29,上交所,正常上市,,CNE100002RF4,Guangzhou Port Company Limited,Guangzhou Port,2010-12-28,619318.0,李益波,集装箱、煤炭、粮食、钢材、汽车、金属矿石、油品等货物的装卸及物流等。,一般经营项目：企业管理服务（涉及许可经营项目的除外）；港务船舶调度服务；船舶通信服务；企业自有资金投资；水上货物运输代理；道路货物运输代理；国际货运代理；货物检验代理服务；货物报关代理服务；联合运输代理服务；装卸搬运；其他仓储业（不含原油、成品油仓储、燃气仓储、危险品仓储）；港口及航运设施工程建筑；水利和内河港口工程建筑；软件开发；计算机技术开发、技术服务；信息技术咨询服务；水运工程设计服务；铁路沿线维护管理服务；集装箱制造；集装箱租赁服务；运输设备清洗、消毒服务（汽车清洗除外）；货物进出口（专营专控商品除外）；技术进出口；商品批发贸易（许可审批类商品除外）；房屋租赁；场地租赁（不含仓储）；物业管理；物流代理服务；供应链管理；仓储代理服务；商品零售贸易（许可审批类商品除外）；商品信息咨询服务；冷库租赁服务（仅限分支机构经营）；市场经营管理、摊位出租（仅限分支机构经营）；铁路运输通信服务（仅限分支机构经营）；信息系统集成服务（仅限分支机构经营）；无线通信网络系统性能检测服务（仅限分支机构经营）；计算机及通讯设备租赁（仅限分支机构经营）；电子、通信与自动控制技术研究、开发（仅限分支机构经营）；信息电子技术服务（仅限分支机构经营）；网络技术的研究、开发（仅限分支机构经营）；计算机网络系统工程服务（仅限分支机构经营）；数据处理和存储服务（仅限分支机构经营）；软件测试服务（仅限分支机构经营）；电子工程设计服务（仅限分支机构经营）；通信工程设计服务（仅限分支机构经营）；监控系统工程安装服务（仅限分支机构经营）；电子自动化工程安装服务（仅限分支机构经营）；电子设备工程安装服务（仅限分支机构经营）；智能化安装工程服务（仅限分支机构经营）；保安监控及防盗报警系统工程服务（仅限分支机构经营）；智能卡系统工程服务（仅限分支机构经营）；通信系统工程服务（仅限分支机构经营）；通信设施安装工程服务（仅限分支机构经营）；通信线路和设备的安装（仅限分支机构经营）；受企业委托从事通信网络的维修、维护（不涉及线路管道铺设等工程施工）（仅限分支机构经营）；楼宇设备自控系统工程服务（仅限分支机构经营）。许可经营项目：为船舶提供码头、过驳锚地、浮筒等设施；提供港口货物装卸（含过驳）、仓储、港内驳运、集装箱装卸、堆存、及装拆箱等简单加工处理服务；为船舶进出港、靠离码头、移泊提供顶推、拖带等服务；为旅客提供候船、上下船舶设施和服务；船舶补给供应服务；船舶污染物接收、围油栏供应服务；港口设施、设备和港口机械的租赁、维修服务；港口危险货物作业（仅限分支机构经营）；成品油批发（仅限分支机构经营）；道路货物运输；停车场经营；危险化学品运输（仅限分支机构经营）；铁路货物运输（具体经营项目以交通部门审批文件或许可证为准）（仅限分支机构经营）。,"本公司是由广州港集团、国投交通、广州发展作为发起人，共同出资以发起方式设立的股份有限公司。本公司成立于2010年12月28日，设立时注册资本为人民币500,000.00万元，截至2010年12月28日，公司实收资本为人民币100,000.00万元，截至2011年3月30日，公司实收资本为人民币500,000.00万元。2010年11月22日，广州市政府批准同意广州市国资委《关于广州港集团有限公司整体重组改制并上市有关问题的请示》（穗国资报[2010]120号）；2010年12月15日，广州市国资委出具《关于广州港集团有限公司整体重组改制并上市方案的批复》（穗国资批[2010]142号），同意广州港集团整体重组改制并上市方案，由广州港集团发起设立本公司。",广东,广州市,广东省广州市南沙区龙穴大道南9号603房,广东省广州市南沙区龙穴大道南9号603房,510100,020-83052510,020-83051410,gzgdb@gzport.com,www.gzport.com,交通运输、仓储和邮政业,水上运输业,交通运输,港口,港口,李益波,吉争雄,邓国生,马楚江,020-83052510,020-83051410,gzgdb@gzport.com,林镜秋,信永中和会计师事务所(特殊普通合伙),北京市金杜律师事务所
601229,上海银行,上海银行股份有限公司,A股,2016-11-16,上交所,正常上市,,CNE100002FM5,"Bank of Shanghai Co., Ltd.",Bank of Shanghai,1996-01-30,1420652.87,金煜,商业银行业务。,吸收公众存款；发放短期、中期和长期贷款；办理国内外结算；办理票据承兑与贴现；发行金融债券；代理发行、代理兑付、承销政府债券；买卖政府债券、金融债券；从事同业拆借；买卖、代理买卖外汇；从事银行卡业务；提供信用证服务及担保；代理收付款项及代理保险业务；提供保管箱服务；提供资信调查、咨询、见证业务；经中国银行业监督管理机构、中国人民银行和国家外汇管理局等监管机构批准的其他业务。,本行于1996年1月30日在原上海市98家城市信用合作社和上海市城市信用合作社联社基础上组建而成。本行设立时的名称为“上海城市合作银行”，注册资本为15.68亿元。本行是我国成立时间最早的城市商业银行之一。1998年7月16日，中国人民银行下发《关于上海城市合作银行更改行名的批复》（银复[1998]215号），批准本行名称由“上海城市合作银行”变更为“上海银行股份有限公司”。本行于2000年11月20日在上海市工商行政管理局完成名称变更登记。为了适应本行业务发展需要，进一步充实资本，经中国银行业监督管理机构的批准，本行进行了五次增资扩股和一次资本公积金转增股本。截至本招股意向书签署之日，本行注册资本为54.04亿元。,上海,上海市,上海市浦东新区银城东路168号,上海市浦东新区银城东路168号,200120,021-68476988,021-68476215,ir@bosc.cn,www.bosc.cn,金融业,货币金融服务,银行,银行,银行,金煜,"龚方雄,孙铮,沈国权,万建华,徐建新,管涛",朱健,李晓红,021-68476988,021-68476215,ir@bosc.cn,杜进朝,普华永道中天会计师事务所(特殊普通合伙),国浩律师(上海)事务所
601231,环旭电子,环旭电子股份有限公司,A股,2012-02-20,上交所,正常上市,,CNE100001BZ8,"Universal Scientific Industrial (Shanghai) Co., Ltd.",Universal Scientific Industrial,2003-01-02,220918.2972,陈昌益,为国内外的品牌厂商提供通讯类、电脑及存储类、消费电子类、工业类及其他类（以车用电子为主）等五大类电子产品的开发设计、物料采购、生产制造、物流、维修等专业服务。,"提供电子产品设计制造服务(DMS),设计、生产、加工新型电子元器件、计算机高性能主机板、无线网络通信元器件，移动通信产品及模块、零配件，维修以上产品，销售自产产品，并提供相关的技术咨询服务；电子产品、通讯产品及相关零配件的批发和进出口，并提供相关配套服务。(涉及行政许可的，凭许可证经营。)","本公司是经商务部2008年6月13日出具的《商务部关于同意环旭电子（上海）有限公司变更为外商投资股份有限公司的批复》（商资批[2008]654号）批准，由环旭电子（上海）有限公司整体变更设立的股份有限公司。本公司以环旭电子（上海）有限公司截至2007年9月30日经德勤华永会计师事务所有限公司审计的母公司净资产757,168,633.42元按1:0.5495的比例折为股本416,056,920股，每股面值1元。本公司取得了商务部颁发的《中华人民共和国台港澳侨投资企业批准证书》（商外资资审A字[2008]0123号），并于2008年6月30日在上海市工商行政管理局登记注册，注册号为310115400112763，注册资本为416,056,920元。",上海,上海市,上海市浦东张江高科技园区集成电路产业区张东路1558号,上海市浦东新区盛夏路169号B栋5楼,201203,021-58968418,021-58968415,Public@usiglobal.com,www.usiglobal.com,制造业,计算机、通信和其他电子设备制造业,电子,电子制造,电子零部件制造,陈昌益,"钟依华,汤云为,储一昀",魏镇炎,史金鹏,021-58968418,021-58968415,Public@usiglobal.com,王沛,德勤华永会计师事务所(特殊普通合伙),上海市瑛明律师事务所
601233,桐昆股份,桐昆集团股份有限公司,A股,2011-05-18,上交所,正常上市,,CNE1000012X7,"Tongkun Group Co., Ltd.",Tongkun,1999-09-27,213420.2733,陈士良,民用涤纶长丝的研发、生产和销售。,化纤丝、合纤丝、服装的生产、销售；塑料再生及加工；经济信息咨询（不含证券、期货）；对二甲苯（范围详见《危险化学品经营许可证》）、化工原料（不含危险化学品和易制毒化学品）、纺织原料、纺织机械设备及配件的批发及其进出口业务。以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额指标、出口许可证等专项管理规定的商品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"公司系依据浙江省人民政府证券委员会于1999年8月18日核发的《关于同意设立浙江桐昆化纤集团股份有限公司的批复》（浙证委[1999]62号），由桐乡市洲泉镇资产经营总公司、浙江桐昆化纤集团股份有限公司（筹）职工持股会、桐乡市桐纤职工劳动保障基金管理协会和陈士良、陈建荣、沈培兴共同发起设立，总股本为10,235万股，每股面值1元。1999年9月27日，公司在浙江省工商行政管理局注册登记成立，注册资本为10,235万元，并取得了注册号为3300001006087的《企业法人营业执照》。",浙江,嘉兴市,浙江省桐乡市洲泉镇德胜路1号12幢,浙江省桐乡市经济开发区光明路199号,314500,0573-88187878,0573-88187838,zj@zjtkjt.com,www.zjtkgf.com,制造业,化学纤维制造业,化工,化学纤维,涤纶,陈士良,"刘可新,陈智敏,王秀华,潘煜双",许金祥,周军,0573-88187878,0573-88187838,zj@zjtkjt.com,宋海荣,天健会计师事务所(特殊普通合伙),北京市竞天公诚律师事务所
601236,红塔证券,红塔证券股份有限公司,A股,2019-07-05,上交所,正常上市,,CNE100003PY7,"Hongta Securities Co., Ltd.",Hongta Securities,2002-01-31,363340.5396,李素明,证券经纪、证券自营、证券承销与保荐；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券资产管理；融资融券；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品业务。,证券经纪、证券自营、证券承销与保荐；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券资产管理；融资融券；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品业务。,"2001年9月8日，红塔集团、云投集团、国开投、云南省国托、亿成投资、金旅信托、昆明国托等13家发起人共同签署了《红塔证券股份有限公司发起人协议书》，约定由13家发起人共同发起设立红塔证券，注册资本拟为138,651.04万元。2001年12月5日，发行人召开创立大会暨第一次股东大会，审议通过了《红塔证券股份有限公司筹建情况报告》、《红塔证券股份有限公司发起人协议书》、《红塔证券股份有限公司章程》、《红塔证券股份有限公司筹建费用报告》和《红塔证券股份有限公司发起人用于抵作股款之财产的作价报告》等议案。2002年1月19日，中国证监会出具《关于同意红塔证券股份有限公司开业的批复》（证监机构字[2002]27号），同意公司开业，核准公司的注册资本为138,651.04万元。2002年1月31日，发行人取得云南省工商行政管理局核发的《企业法人营业执照》（注册号5300001013230），注册资本为138,651.04万元。",云南,昆明市,云南省昆明市北京路155号附1号,云南省昆明市北京路155号附1号,650011,0871-63577113,0871-63579074,investor@hongtastock.com,www.hongtastock.com,金融业,资本市场服务,非银金融,证券,证券,李剑波,魏锋,李素明,杨洁,0871-63577113,0871-63579074,yangjie@hongtastock.com,赵凯,信永中和会计师事务所(特殊普通合伙),北京市通商律师事务所
